,ID,yr,cm,annualprec,summerpdsi,wintertemp
2539,389,2006,1.4,1.4533,-2.0425,5.666666667
2540,389,2008,1.4,1.5392,-2.47,4.833333333
2541,389,2010,2.5,1.4914,-1.5675,2.033333333
2542,389,2011,2.8,2.0694,-0.3875,5.133333333
2543,449,1998,2.1,1.765,-0.795,5.633333333
2544,449,2002,2.8,1.8056,-1.055,5.4
2545,449,2004,3.1,1.8532,-0.795,5.1
2546,449,2006,3.2,1.4533,-2.0425,5.666666667
2547,449,2008,3.3,1.5392,-2.47,4.833333333
2548,449,2010,3.4,1.4914,-1.5675,2.033333333
2549,449,2011,3.6,2.0694,-0.3875,5.133333333
2550,51,1998,1.2,1.765,-0.795,5.633333333
2551,51,2002,1.3,1.8056,-1.055,5.4
2552,51,2004,2,1.8532,-0.795,5.1
2553,51,2006,2.1,1.4533,-2.0425,5.666666667
2554,51,2008,2.2,1.5392,-2.47,4.833333333
2555,51,2010,2.2,1.4914,-1.5675,2.033333333
2556,51,2011,2.3,2.0694,-0.3875,5.133333333
2557,935,1998,9.6,1.765,-0.795,5.633333333
2558,935,2002,10.7,1.8056,-1.055,5.4
2559,935,2004,11.2,1.8532,-0.795,5.1
2560,935,2006,11.7,1.4533,-2.0425,5.666666667
2561,935,2008,12,1.5392,-2.47,4.833333333
2562,935,2010,12.1,1.4914,-1.5675,2.033333333
2563,935,2011,12.1,2.0694,-0.3875,5.133333333
2564,1197,2007,1.4,1.2303,-2.835,5.866666667
2565,1197,2008,1.4,1.5392,-2.47,4.833333333
2566,1197,2010,1.4,1.4914,-1.5675,2.033333333
2567,1197,2011,1.5,2.0694,-0.3875,5.133333333
2568,343,1996,1.7,2.0648,0.535,3.266666667
2569,343,1998,2.3,1.765,-0.795,5.633333333
2570,1179,2007,0.9,1.2303,-2.835,5.866666667
2571,1179,2008,0.9,1.5392,-2.47,4.833333333
2572,1179,2010,1.1,1.4914,-1.5675,2.033333333
2573,1179,2011,1.4,2.0694,-0.3875,5.133333333
2574,562,1993,32.8,1.5967,-0.9375,4.566666667
2575,562,1996,33.6,2.0648,0.535,3.266666667
2576,562,1998,33.7,1.765,-0.795,5.633333333
2577,562,2002,33.8,1.8056,-1.055,5.4
2578,562,2004,33.8,1.8532,-0.795,5.1
2579,562,2006,33.9,1.4533,-2.0425,5.666666667
2580,562,2008,34.3,1.5392,-2.47,4.833333333
2581,562,2010,34.5,1.4914,-1.5675,2.033333333
2582,562,2011,33.6,2.0694,-0.3875,5.133333333
2583,49,1993,15.3,1.5967,-0.9375,4.566666667
2584,49,1996,15.5,2.0648,0.535,3.266666667
2585,49,1998,15.7,1.765,-0.795,5.633333333
2586,49,2002,16.3,1.8056,-1.055,5.4
2587,49,2004,16,1.8532,-0.795,5.1
2588,49,2006,15.9,1.4533,-2.0425,5.666666667
2589,49,2008,16,1.5392,-2.47,4.833333333
2590,49,2010,16.1,1.4914,-1.5675,2.033333333
2591,49,2011,16,2.0694,-0.3875,5.133333333
2592,676,1998,1.8,1.765,-0.795,5.633333333
2593,676,2002,3.7,1.8056,-1.055,5.4
2594,676,2004,4.3,1.8532,-0.795,5.1
2595,676,2006,5.2,1.4533,-2.0425,5.666666667
2596,676,2008,5.8,1.5392,-2.47,4.833333333
2597,676,2010,6.5,1.4914,-1.5675,2.033333333
2598,676,2011,7.1,2.0694,-0.3875,5.133333333
2599,938,1998,6.8,1.765,-0.795,5.633333333
2600,938,2002,7,1.8056,-1.055,5.4
2601,938,2004,7.3,1.8532,-0.795,5.1
2602,938,2006,7.4,1.4533,-2.0425,5.666666667
2603,938,2008,7.7,1.5392,-2.47,4.833333333
2604,938,2010,8,1.4914,-1.5675,2.033333333
2605,938,2011,8.5,2.0694,-0.3875,5.133333333
2606,187,1996,1.6,2.0648,0.535,3.266666667
2607,187,1998,2.2,1.765,-0.795,5.633333333
2608,187,2002,2.8,1.8056,-1.055,5.4
2609,187,2004,3.3,1.8532,-0.795,5.1
2610,187,2006,3.9,1.4533,-2.0425,5.666666667
2611,187,2008,4.3,1.5392,-2.47,4.833333333
2612,187,2010,4.8,1.4914,-1.5675,2.033333333
2613,187,2011,5.1,2.0694,-0.3875,5.133333333
2614,1174,2007,2.1,1.2303,-2.835,5.866666667
2615,1174,2008,2.2,1.5392,-2.47,4.833333333
2616,1174,2010,2.5,1.4914,-1.5675,2.033333333
2617,1345,2010,2,1.4914,-1.5675,2.033333333
2618,1345,2011,2.5,2.0694,-0.3875,5.133333333
2619,844,1993,81.8,1.5967,-0.9375,4.566666667
2620,844,1996,82.9,2.0648,0.535,3.266666667
2621,844,1998,83,1.765,-0.795,5.633333333
2622,844,2002,83.7,1.8056,-1.055,5.4
2623,844,2004,82,1.8532,-0.795,5.1
2624,844,2006,82.8,1.4533,-2.0425,5.666666667
2625,844,2008,82.4,1.5392,-2.47,4.833333333
2626,844,2010,82.5,1.4914,-1.5675,2.033333333
2627,1329,2010,1.5,1.4914,-1.5675,2.033333333
2628,1329,2011,1.8,2.0694,-0.3875,5.133333333
2629,670,1998,1,1.765,-0.795,5.633333333
2630,670,2002,1.2,1.8056,-1.055,5.4
2631,670,2004,1.6,1.8532,-0.795,5.1
2632,670,2006,2.3,1.4533,-2.0425,5.666666667
2633,670,2008,3.3,1.5392,-2.47,4.833333333
2634,670,2010,3.2,1.4914,-1.5675,2.033333333
2635,670,2011,3.8,2.0694,-0.3875,5.133333333
2636,185,1996,1.6,2.0648,0.535,3.266666667
2637,185,1998,2.3,1.765,-0.795,5.633333333
2638,185,2002,3.1,1.8056,-1.055,5.4
2639,185,2004,3.7,1.8532,-0.795,5.1
2640,185,2006,4.3,1.4533,-2.0425,5.666666667
2641,185,2008,4.8,1.5392,-2.47,4.833333333
2642,185,2010,5.5,1.4914,-1.5675,2.033333333
2643,185,2011,6.3,2.0694,-0.3875,5.133333333
2644,1281,2010,2,1.4914,-1.5675,2.033333333
2645,1281,2011,2,2.0694,-0.3875,5.133333333
2646,840,1995,1.4,1.9505,0.15,5.3
2647,840,1996,1.6,2.0648,0.535,3.266666667
2648,840,1998,2,1.765,-0.795,5.633333333
2649,840,2002,2.7,1.8056,-1.055,5.4
2650,840,2004,3.1,1.8532,-0.795,5.1
2651,840,2006,3.4,1.4533,-2.0425,5.666666667
2652,840,2008,3.8,1.5392,-2.47,4.833333333
2653,278,1998,19.7,1.765,-0.795,5.633333333
2654,278,2002,21.4,1.8056,-1.055,5.4
2655,278,2004,22.4,1.8532,-0.795,5.1
2656,278,2006,23.3,1.4533,-2.0425,5.666666667
2657,1196,2007,1,1.2303,-2.835,5.866666667
2658,1196,2008,1,1.5392,-2.47,4.833333333
2659,1196,2010,1.1,1.4914,-1.5675,2.033333333
2660,1196,2011,1.3,2.0694,-0.3875,5.133333333
2661,1186,2007,1.9,1.2303,-2.835,5.866666667
2662,1186,2010,2,1.4914,-1.5675,2.033333333
2663,1186,2011,2.1,2.0694,-0.3875,5.133333333
2664,1316,2010,0.8,1.4914,-1.5675,2.033333333
2665,1316,2011,0.7,2.0694,-0.3875,5.133333333
2666,61,1993,1.2,1.5967,-0.9375,4.566666667
2667,61,1996,1.9,2.0648,0.535,3.266666667
2668,65,1995,2.8,1.9505,0.15,5.3
2669,65,1996,2.8,2.0648,0.535,3.266666667
2670,1346,2010,2.5,1.4914,-1.5675,2.033333333
2671,1346,2011,2.4,2.0694,-0.3875,5.133333333
2672,194,1996,1.6,2.0648,0.535,3.266666667
2673,194,1998,2,1.765,-0.795,5.633333333
2674,194,2002,2.5,1.8056,-1.055,5.4
2675,194,2004,3,1.8532,-0.795,5.1
2676,194,2006,3.5,1.4533,-2.0425,5.666666667
2677,194,2008,3.9,1.5392,-2.47,4.833333333
2678,194,2010,4.4,1.4914,-1.5675,2.033333333
2679,194,2011,5.1,2.0694,-0.3875,5.133333333
2680,184,1996,1.6,2.0648,0.535,3.266666667
2681,184,1998,2,1.765,-0.795,5.633333333
2682,184,2002,2.9,1.8056,-1.055,5.4
2683,184,2004,3.3,1.8532,-0.795,5.1
2684,184,2006,3.8,1.4533,-2.0425,5.666666667
2685,184,2008,4.3,1.5392,-2.47,4.833333333
2686,184,2010,5.3,1.4914,-1.5675,2.033333333
2687,184,2011,6.1,2.0694,-0.3875,5.133333333
2688,745,1998,4.2,1.765,-0.795,5.633333333
2689,745,2002,4.9,1.8056,-1.055,5.4
2690,745,2004,5.2,1.8532,-0.795,5.1
2691,745,2006,5.5,1.4533,-2.0425,5.666666667
2692,745,2008,5.8,1.5392,-2.47,4.833333333
2693,745,2010,6.1,1.4914,-1.5675,2.033333333
2694,745,2011,6.7,2.0694,-0.3875,5.133333333
2695,1219,2007,0.8,1.2303,-2.835,5.866666667
2696,1219,2008,0.7,1.5392,-2.47,4.833333333
2697,1219,2010,0.8,1.4914,-1.5675,2.033333333
2698,1219,2011,0.8,2.0694,-0.3875,5.133333333
2699,380,1998,1.1,1.765,-0.795,5.633333333
2700,380,2002,1.5,1.8056,-1.055,5.4
2701,380,2004,1.8,1.8532,-0.795,5.1
2702,380,2006,2.1,1.4533,-2.0425,5.666666667
2703,380,2008,2.5,1.5392,-2.47,4.833333333
2704,380,2010,2.6,1.4914,-1.5675,2.033333333
2705,380,2011,2.9,2.0694,-0.3875,5.133333333
2706,1350,2010,1.7,1.4914,-1.5675,2.033333333
2707,1350,2011,2,2.0694,-0.3875,5.133333333
2708,57,1993,23.9,1.5967,-0.9375,4.566666667
2709,57,1996,29.1,2.0648,0.535,3.266666667
2710,57,1998,26,1.765,-0.795,5.633333333
2711,57,2002,26.7,1.8056,-1.055,5.4
2712,57,2004,27,1.8532,-0.795,5.1
2713,57,2006,27.8,1.4533,-2.0425,5.666666667
2714,57,2008,28.6,1.5392,-2.47,4.833333333
2715,57,2010,29.2,1.4914,-1.5675,2.033333333
2716,57,2011,30.5,2.0694,-0.3875,5.133333333
2717,460,1998,2.4,1.765,-0.795,5.633333333
2718,460,2002,2.5,1.8056,-1.055,5.4
2719,460,2004,2.4,1.8532,-0.795,5.1
2720,460,2006,2.4,1.4533,-2.0425,5.666666667
2721,460,2008,2.3,1.5392,-2.47,4.833333333
2722,460,2010,2.2,1.4914,-1.5675,2.033333333
2723,70,1993,23.3,1.5967,-0.9375,4.566666667
2724,70,1996,23.3,2.0648,0.535,3.266666667
2725,70,1998,23.6,1.765,-0.795,5.633333333
2726,70,2002,23.9,1.8056,-1.055,5.4
2727,70,2004,23.9,1.8532,-0.795,5.1
2728,70,2006,24.5,1.4533,-2.0425,5.666666667
2729,70,2008,23.9,1.5392,-2.47,4.833333333
2730,70,2010,25,1.4914,-1.5675,2.033333333
2731,70,2011,25.4,2.0694,-0.3875,5.133333333
2732,313,1996,17.5,2.0648,0.535,3.266666667
2733,313,1998,17.4,1.765,-0.795,5.633333333
2734,313,2002,17.6,1.8056,-1.055,5.4
2735,345,1996,1.1,2.0648,0.535,3.266666667
2736,345,1998,1.3,1.765,-0.795,5.633333333
2737,345,2002,1.5,1.8056,-1.055,5.4
2738,345,2004,2,1.8532,-0.795,5.1
2739,345,2006,2,1.4533,-2.0425,5.666666667
2740,345,2008,2,1.5392,-2.47,4.833333333
2741,345,2010,2.1,1.4914,-1.5675,2.033333333
2742,345,2011,2.3,2.0694,-0.3875,5.133333333
2743,349,1996,1.3,2.0648,0.535,3.266666667
2744,349,1998,1.9,1.765,-0.795,5.633333333
2745,349,2002,1.9,1.8056,-1.055,5.4
2746,349,2004,2.5,1.8532,-0.795,5.1
2747,349,2006,3,1.4533,-2.0425,5.666666667
2748,349,2008,3.5,1.5392,-2.47,4.833333333
2749,349,2010,3.5,1.4914,-1.5675,2.033333333
2750,1285,2010,3.5,1.4914,-1.5675,2.033333333
2751,1285,2011,3.7,2.0694,-0.3875,5.133333333
2752,344,1998,0.9,1.765,-0.795,5.633333333
2753,344,2002,3.3,1.8056,-1.055,5.4
2754,344,2004,3.9,1.8532,-0.795,5.1
2755,344,2006,4.4,1.4533,-2.0425,5.666666667
2756,344,2008,4.7,1.5392,-2.47,4.833333333
2757,344,2010,5.5,1.4914,-1.5675,2.033333333
2758,344,2011,6,2.0694,-0.3875,5.133333333
2759,347,1996,1.1,2.0648,0.535,3.266666667
2760,347,1998,1.4,1.765,-0.795,5.633333333
2761,347,2002,1.6,1.8056,-1.055,5.4
2762,347,2004,1.6,1.8532,-0.795,5.1
2763,347,2006,1.6,1.4533,-2.0425,5.666666667
2764,347,2008,1.7,1.5392,-2.47,4.833333333
2765,347,2010,1.6,1.4914,-1.5675,2.033333333
2766,1286,2010,1.6,1.4914,-1.5675,2.033333333
2767,1286,2011,1.6,2.0694,-0.3875,5.133333333
2768,926,1995,2.1,1.9505,0.15,5.3
2769,926,1996,2.1,2.0648,0.535,3.266666667
2770,926,1998,2.5,1.765,-0.795,5.633333333
2771,926,2002,3.3,1.8056,-1.055,5.4
2772,926,2004,3.5,1.8532,-0.795,5.1
2773,926,2006,4,1.4533,-2.0425,5.666666667
2774,926,2008,4.3,1.5392,-2.47,4.833333333
2775,926,2010,5,1.4914,-1.5675,2.033333333
2776,926,2011,6,2.0694,-0.3875,5.133333333
2777,1313,2010,1,1.4914,-1.5675,2.033333333
2778,1313,2011,1.5,2.0694,-0.3875,5.133333333
2779,316,1998,12,1.765,-0.795,5.633333333
2780,316,2002,12,1.8056,-1.055,5.4
2781,316,2004,12,1.8532,-0.795,5.1
2782,316,2006,12,1.4533,-2.0425,5.666666667
2783,316,2008,11.9,1.5392,-2.47,4.833333333
2784,316,2010,11.7,1.4914,-1.5675,2.033333333
2785,1287,2010,1.6,1.4914,-1.5675,2.033333333
2786,1287,2011,1.9,2.0694,-0.3875,5.133333333
2787,393,1998,3.4,1.765,-0.795,5.633333333
2788,393,2002,3.5,1.8056,-1.055,5.4
2789,393,2004,3.4,1.8532,-0.795,5.1
2790,393,2006,3.4,1.4533,-2.0425,5.666666667
2791,394,1995,78,1.9505,0.15,5.3
2792,394,1996,77.6,2.0648,0.535,3.266666667
2793,394,1998,81.5,1.765,-0.795,5.633333333
2794,394,2002,80.7,1.8056,-1.055,5.4
2795,394,2004,79.3,1.8532,-0.795,5.1
2796,394,2006,77.3,1.4533,-2.0425,5.666666667
2797,1104,2006,17.5,1.4533,-2.0425,5.666666667
2798,1104,2008,17.5,1.5392,-2.47,4.833333333
2799,1104,2010,17.4,1.4914,-1.5675,2.033333333
2800,1274,2008,5.1,1.5392,-2.47,4.833333333
2801,1274,2010,5.8,1.4914,-1.5675,2.033333333
2802,1274,2011,6,2.0694,-0.3875,5.133333333
2803,1000,1998,1.2,1.765,-0.795,5.633333333
2804,1000,2002,1.2,1.8056,-1.055,5.4
2805,1000,2004,1.2,1.8532,-0.795,5.1
2806,1000,2006,1.4,1.4533,-2.0425,5.666666667
2807,1000,2008,1.3,1.5392,-2.47,4.833333333
2808,1000,2010,1.1,1.4914,-1.5675,2.033333333
2809,1000,2011,1.4,2.0694,-0.3875,5.133333333
2810,62,1993,12.3,1.5967,-0.9375,4.566666667
2811,62,1996,12.2,2.0648,0.535,3.266666667
2812,62,1998,12.2,1.765,-0.795,5.633333333
2813,62,2002,12.2,1.8056,-1.055,5.4
2814,62,2004,12.2,1.8532,-0.795,5.1
2815,62,2006,12.2,1.4533,-2.0425,5.666666667
2816,62,2008,12.1,1.5392,-2.47,4.833333333
2817,62,2010,12,1.4914,-1.5675,2.033333333
2818,62,2011,12.2,2.0694,-0.3875,5.133333333
2819,570,1993,14.9,1.5967,-0.9375,4.566666667
2820,570,1996,15.4,2.0648,0.535,3.266666667
2821,570,1998,14.9,1.765,-0.795,5.633333333
2822,182,1996,2.6,2.0648,0.535,3.266666667
2823,182,1998,3,1.765,-0.795,5.633333333
2824,182,2002,4,1.8056,-1.055,5.4
2825,182,2004,4.5,1.8532,-0.795,5.1
2826,182,2006,4.9,1.4533,-2.0425,5.666666667
2827,182,2008,5.3,1.5392,-2.47,4.833333333
2828,182,2010,6.1,1.4914,-1.5675,2.033333333
2829,182,2011,6.4,2.0694,-0.3875,5.133333333
2830,1314,2010,1.3,1.4914,-1.5675,2.033333333
2831,1314,2011,1.8,2.0694,-0.3875,5.133333333
2832,835,1995,7.6,1.9505,0.15,5.3
2833,835,1996,6.6,2.0648,0.535,3.266666667
2834,835,1998,7,1.765,-0.795,5.633333333
2835,835,2002,7.3,1.8056,-1.055,5.4
2836,835,2004,7.3,1.8532,-0.795,5.1
2837,835,2006,7.3,1.4533,-2.0425,5.666666667
2838,835,2008,7,1.5392,-2.47,4.833333333
2839,835,2010,7.1,1.4914,-1.5675,2.033333333
2840,835,2011,7.4,2.0694,-0.3875,5.133333333
2841,834,1996,2.3,2.0648,0.535,3.266666667
2842,834,1998,2.8,1.765,-0.795,5.633333333
2843,834,2002,3.6,1.8056,-1.055,5.4
2844,834,2004,4.1,1.8532,-0.795,5.1
2845,834,2006,4.5,1.4533,-2.0425,5.666666667
2846,834,2008,5.1,1.5392,-2.47,4.833333333
2847,834,2010,5.7,1.4914,-1.5675,2.033333333
2848,834,2011,6.3,2.0694,-0.3875,5.133333333
2849,180,1996,1.4,2.0648,0.535,3.266666667
2850,180,1998,1.5,1.765,-0.795,5.633333333
2851,180,2002,1.7,1.8056,-1.055,5.4
2852,180,2004,2.1,1.8532,-0.795,5.1
2853,180,2006,2.2,1.4533,-2.0425,5.666666667
2854,180,2008,2.5,1.5392,-2.47,4.833333333
2855,180,2010,3,1.4914,-1.5675,2.033333333
2856,180,2011,3.4,2.0694,-0.3875,5.133333333
2857,358,1996,1.1,2.0648,0.535,3.266666667
2858,358,1998,1.2,1.765,-0.795,5.633333333
2859,358,2002,1.9,1.8056,-1.055,5.4
2860,358,2004,2.5,1.8532,-0.795,5.1
2861,358,2006,2.8,1.4533,-2.0425,5.666666667
2862,358,2008,3,1.5392,-2.47,4.833333333
2863,358,2010,3.2,1.4914,-1.5675,2.033333333
2864,358,2011,3.8,2.0694,-0.3875,5.133333333
2865,310,1998,48.6,1.765,-0.795,5.633333333
2866,310,2002,49.2,1.8056,-1.055,5.4
2867,310,2004,50.3,1.8532,-0.795,5.1
2868,310,2006,50.3,1.4533,-2.0425,5.666666667
2869,310,2008,50.1,1.5392,-2.47,4.833333333
2870,310,2010,50.4,1.4914,-1.5675,2.033333333
2871,310,2011,51,2.0694,-0.3875,5.133333333
2872,1047,2004,1.9,1.8532,-0.795,5.1
2873,1047,2006,1.9,1.4533,-2.0425,5.666666667
2874,1047,2008,1.9,1.5392,-2.47,4.833333333
2875,1047,2010,1.9,1.4914,-1.5675,2.033333333
2876,1047,2011,2,2.0694,-0.3875,5.133333333
2877,352,1996,2.7,2.0648,0.535,3.266666667
2878,352,1998,3.2,1.765,-0.795,5.633333333
2879,352,2002,4.3,1.8056,-1.055,5.4
2880,352,2004,4.6,1.8532,-0.795,5.1
2881,352,2006,5.3,1.4533,-2.0425,5.666666667
2882,352,2008,5.7,1.5392,-2.47,4.833333333
2883,352,2010,7,1.4914,-1.5675,2.033333333
2884,352,2011,7.8,2.0694,-0.3875,5.133333333
2885,350,1996,0.9,2.0648,0.535,3.266666667
2886,350,1998,1.3,1.765,-0.795,5.633333333
2887,350,2002,1.1,1.8056,-1.055,5.4
2888,350,2004,1.1,1.8532,-0.795,5.1
2889,350,2006,1.1,1.4533,-2.0425,5.666666667
2890,179,1996,1,2.0648,0.535,3.266666667
2891,179,1998,1.2,1.765,-0.795,5.633333333
2892,179,2002,1.5,1.8056,-1.055,5.4
2893,179,2004,1.9,1.8532,-0.795,5.1
2894,179,2006,2.1,1.4533,-2.0425,5.666666667
2895,469,1998,1.8,1.765,-0.795,5.633333333
2896,469,2002,2.3,1.8056,-1.055,5.4
2897,469,2004,2.4,1.8532,-0.795,5.1
2898,469,2006,2.9,1.4533,-2.0425,5.666666667
2899,469,2007,2.9,1.2303,-2.835,5.866666667
2900,469,2008,2.8,1.5392,-2.47,4.833333333
2901,469,2010,3.1,1.4914,-1.5675,2.033333333
2902,469,2011,3.1,2.0694,-0.3875,5.133333333
2903,75,1993,43.8,1.5967,-0.9375,4.566666667
2904,75,1996,45.4,2.0648,0.535,3.266666667
2905,75,1998,46.5,1.765,-0.795,5.633333333
2906,75,2002,47.9,1.8056,-1.055,5.4
2907,75,2004,48.2,1.8532,-0.795,5.1
2908,75,2006,48.8,1.4533,-2.0425,5.666666667
2909,75,2008,49.3,1.5392,-2.47,4.833333333
2910,75,2010,50.3,1.4914,-1.5675,2.033333333
2911,75,2011,50.4,2.0694,-0.3875,5.133333333
2912,1227,2007,2,1.2303,-2.835,5.866666667
2913,1227,2008,2.1,1.5392,-2.47,4.833333333
2914,1227,2010,2.3,1.4914,-1.5675,2.033333333
2915,1227,2011,2.5,2.0694,-0.3875,5.133333333
2916,353,1996,0.7,2.0648,0.535,3.266666667
2917,353,1998,1.2,1.765,-0.795,5.633333333
2918,353,2002,1.2,1.8056,-1.055,5.4
2919,939,1993,1.1,1.5967,-0.9375,4.566666667
2920,939,1996,1.8,2.0648,0.535,3.266666667
2921,939,1998,2.4,1.765,-0.795,5.633333333
2922,939,2002,2.8,1.8056,-1.055,5.4
2923,939,2004,3.2,1.8532,-0.795,5.1
2924,939,2006,3.5,1.4533,-2.0425,5.666666667
2925,939,2008,4,1.5392,-2.47,4.833333333
2926,939,2010,4.2,1.4914,-1.5675,2.033333333
2927,939,2011,4.8,2.0694,-0.3875,5.133333333
2928,77,1993,1.8,1.5967,-0.9375,4.566666667
2929,77,1996,2.1,2.0648,0.535,3.266666667
2930,77,1998,2.1,1.765,-0.795,5.633333333
2931,77,2002,2.2,1.8056,-1.055,5.4
2932,77,2004,2.5,1.8532,-0.795,5.1
2933,569,1993,24.2,1.5967,-0.9375,4.566666667
2934,569,1996,24,2.0648,0.535,3.266666667
2935,569,1998,24,1.765,-0.795,5.633333333
2936,569,2002,24.2,1.8056,-1.055,5.4
2937,569,2004,24.8,1.8532,-0.795,5.1
2938,1223,2007,1.4,1.2303,-2.835,5.866666667
2939,1223,2008,1.6,1.5392,-2.47,4.833333333
2940,1223,2010,1.9,1.4914,-1.5675,2.033333333
2941,1223,2011,2.5,2.0694,-0.3875,5.133333333
2942,177,1996,1.7,2.0648,0.535,3.266666667
2943,177,1998,2.3,1.765,-0.795,5.633333333
2944,177,2002,3.6,1.8056,-1.055,5.4
2945,177,2004,3.8,1.8532,-0.795,5.1
2946,177,2006,4,1.4533,-2.0425,5.666666667
2947,177,2007,4.3,1.2303,-2.835,5.866666667
2948,177,2008,4.3,1.5392,-2.47,4.833333333
2949,177,2010,5.2,1.4914,-1.5675,2.033333333
2950,177,2011,6,2.0694,-0.3875,5.133333333
2951,242,1996,44.5,2.0648,0.535,3.266666667
2952,242,1998,45,1.765,-0.795,5.633333333
2953,242,2002,46.8,1.8056,-1.055,5.4
2954,242,2004,48.2,1.8532,-0.795,5.1
2955,242,2006,48.8,1.4533,-2.0425,5.666666667
2956,242,2008,49.6,1.5392,-2.47,4.833333333
2957,242,2010,50.3,1.4914,-1.5675,2.033333333
2958,242,2011,52,2.0694,-0.3875,5.133333333
2959,360,1996,1.7,2.0648,0.535,3.266666667
2960,360,1998,1.5,1.765,-0.795,5.633333333
2961,360,2002,1.4,1.8056,-1.055,5.4
2962,874,1996,1,2.0648,0.535,3.266666667
2963,874,1998,1.6,1.765,-0.795,5.633333333
2964,874,2002,2.1,1.8056,-1.055,5.4
2965,874,2004,2.3,1.8532,-0.795,5.1
2966,874,2006,2.5,1.4533,-2.0425,5.666666667
2967,874,2008,3,1.5392,-2.47,4.833333333
2968,874,2010,3.7,1.4914,-1.5675,2.033333333
2969,874,2011,3.9,2.0694,-0.3875,5.133333333
2970,384,1998,1.6,1.765,-0.795,5.633333333
2971,384,2002,1.9,1.8056,-1.055,5.4
2972,384,2004,2,1.8532,-0.795,5.1
2973,384,2006,2.1,1.4533,-2.0425,5.666666667
2974,384,2008,2.7,1.5392,-2.47,4.833333333
2975,384,2010,2.5,1.4914,-1.5675,2.033333333
2976,384,2011,2.8,2.0694,-0.3875,5.133333333
2977,1311,2010,1.1,1.4914,-1.5675,2.033333333
2978,1311,2011,1.3,2.0694,-0.3875,5.133333333
2979,1233,2007,1,1.2303,-2.835,5.866666667
2980,1233,2008,1.1,1.5392,-2.47,4.833333333
2981,1233,2010,1.5,1.4914,-1.5675,2.033333333
2982,1233,2011,1.9,2.0694,-0.3875,5.133333333
2983,1001,1998,1,1.765,-0.795,5.633333333
2984,1001,2002,1.3,1.8056,-1.055,5.4
2985,1001,2004,1.6,1.8532,-0.795,5.1
2986,1001,2006,1.6,1.4533,-2.0425,5.666666667
2987,1001,2008,2.1,1.5392,-2.47,4.833333333
2988,1001,2010,1.9,1.4914,-1.5675,2.033333333
2989,1315,2010,2.6,1.4914,-1.5675,2.033333333
2990,1315,2011,2.6,2.0694,-0.3875,5.133333333
2991,746,1998,33.9,1.765,-0.795,5.633333333
2992,746,2002,34.4,1.8056,-1.055,5.4
2993,746,2004,34.8,1.8532,-0.795,5.1
2994,746,2006,35.3,1.4533,-2.0425,5.666666667
2995,746,2008,35.6,1.5392,-2.47,4.833333333
2996,746,2010,36.9,1.4914,-1.5675,2.033333333
2997,746,2011,36.8,2.0694,-0.3875,5.133333333
2998,1046,2004,2.5,1.8532,-0.795,5.1
2999,1046,2006,3.1,1.4533,-2.0425,5.666666667
3000,1046,2008,3.3,1.5392,-2.47,4.833333333
3001,1046,2010,1.7,1.4914,-1.5675,2.033333333
3002,1046,2011,1.7,2.0694,-0.3875,5.133333333
3003,832,1995,3.5,1.9505,0.15,5.3
3004,832,1996,3.8,2.0648,0.535,3.266666667
3005,832,1998,4.4,1.765,-0.795,5.633333333
3006,832,2002,5,1.8056,-1.055,5.4
3007,832,2004,5.5,1.8532,-0.795,5.1
3008,832,2006,6,1.4533,-2.0425,5.666666667
3009,832,2008,6.4,1.5392,-2.47,4.833333333
3010,832,2010,6.9,1.4914,-1.5675,2.033333333
3011,832,2011,7.7,2.0694,-0.3875,5.133333333
3012,174,1996,0.9,2.0648,0.535,3.266666667
3013,174,1998,1.1,1.765,-0.795,5.633333333
3014,174,2002,1.5,1.8056,-1.055,5.4
3015,174,2004,1.7,1.8532,-0.795,5.1
3016,174,2006,1.9,1.4533,-2.0425,5.666666667
3017,174,2008,2.2,1.5392,-2.47,4.833333333
3018,174,2010,2.6,1.4914,-1.5675,2.033333333
3019,174,2011,3.4,2.0694,-0.3875,5.133333333
3020,833,1995,2.2,1.9505,0.15,5.3
3021,833,1996,2.5,2.0648,0.535,3.266666667
3022,833,1998,2.9,1.765,-0.795,5.633333333
3023,833,2002,3.5,1.8056,-1.055,5.4
3024,833,2004,4,1.8532,-0.795,5.1
3025,833,2006,4,1.4533,-2.0425,5.666666667
3026,833,2008,4.3,1.5392,-2.47,4.833333333
3027,833,2010,4.6,1.4914,-1.5675,2.033333333
3028,833,2011,4.9,2.0694,-0.3875,5.133333333
3029,355,1996,1.6,2.0648,0.535,3.266666667
3030,355,1998,2.3,1.765,-0.795,5.633333333
3031,355,2002,3.2,1.8056,-1.055,5.4
3032,355,2004,3.8,1.8532,-0.795,5.1
3033,355,2006,4.5,1.4533,-2.0425,5.666666667
3034,355,2008,5.1,1.5392,-2.47,4.833333333
3035,355,2010,5.6,1.4914,-1.5675,2.033333333
3036,355,2011,6.6,2.0694,-0.3875,5.133333333
3037,568,1995,1.3,1.9505,0.15,5.3
3038,568,1996,1.7,2.0648,0.535,3.266666667
3039,568,1998,2.3,1.765,-0.795,5.633333333
3040,568,2002,3.6,1.8056,-1.055,5.4
3041,568,2004,5.8,1.8532,-0.795,5.1
3042,568,2006,6.2,1.4533,-2.0425,5.666666667
3043,568,2008,7.2,1.5392,-2.47,4.833333333
